,start_time,end_time,content
14937,4958.07,4958.42,green
14938,4958.42,4958.64,New
14939,4958.64,4959.12,Deal
14940,4959.4,4959.65,will
14941,4959.65,4960.11,pay
14942,4960.11,4960.41,for
14943,4960.41,4960.99,itself
14944,4960.99,4961.15,As
14945,4961.15,4961.3,we
14946,4961.3,4961.53,move
14947,4961.53,4962.08,forward
14948,4962.2,4962.38,we're
14949,4962.38,4962.6,not
14950,4962.6,4962.79,gonna
14951,4962.79,4963.25,build
14952,4963.25,4963.72,plants
14953,4963.72,4963.88,that
14954,4963.88,4963.99,in
14955,4963.99,4964.47,fact
14956,4964.48,4964.95,our
14957,4964.96,4965.47,great
14958,4965.47,4965.86,polluting
14959,4965.86,4966.15,plan
14960,4966.16,4966.31,you're
14961,4966.31,4966.5,gonna
14962,4966.5,4966.83,build
14963,4966.84,4966.87,a
14964,4966.88,4967.14,new
14965,4967.14,4967.62,deal
14966,4967.63,4968.15,Pardon
14967,4968.15,4968.38,me
14968,4968.39,4968.65,You
14969,4968.65,4969.06,support
14970,4969.06,4969.3,No
14971,4969.3,4969.36,I
14972,4969.36,4969.57,don't
14973,4969.57,4969.91,support
14974,4969.91,4970.01,the
14975,4970.01,4970.29,green
14976,4970.29,4970.44,New
14977,4970.44,4970.67,Deal
14978,4970.68,4971.35,Don't
14979,4971.36,4972.94,e
14980,4972.95,4973.43,support
14981,4973.43,4973.57,your
14982,4973.58,4974.63,e
14983,4974.64,4975.81,I
14984,4975.82,4976.18,I
14985,4976.18,4976.93,support
14986,4976.93,4977.07,the
14987,4977.08,4977.57,Biden
14988,4977.57,4978.29,plan
14989,4978.3,4978.57,that
14990,4978.57,4978.69,I
14991,4978.69,4978.96,put
14992,4978.96,4979.93,forward
14993,4980.0,4980.21,the
14994,4980.21,4980.62,Biden
14995,4980.62,4981.02,plan
14996,4981.02,4981.19,which
14997,4981.19,4981.33,is
14998,4981.33,4981.82,different
14999,4981.82,4982.21,than
15000,4982.21,4982.35,what
15001,4982.35,4982.64,he
15002,4982.65,4983.09,calls
15003,4983.09,4983.21,the
15004,4983.21,4983.74,radical
15005,4983.75,4984.2,green
15006,4984.2,4984.38,New
15007,4984.38,4984.62,Deal
15008,4984.62,4984.7,All
15009,4984.7,4984.87,right
15010,4984.87,4985.43,gentlemen
15011,4985.5,4985.92,Final
15012,4985.92,4986.52,segment
15013,4987.3,4987.77,Election
15014,4987.77,4988.37,integrity
15015,4988.37,4988.5,As
15016,4988.5,4988.67,we
15017,4988.67,4989.24,meet
15018,4989.25,4989.76,tonight
15019,4989.89,4990.51,millions
15020,4990.51,4990.62,of
15021,4990.62,4991.46,Americans
15022,4991.47,4991.77,are
15023,4991.77,4992.54,receiving
15024,4992.9,4993.29,mail
15025,4993.29,4993.43,in
15026,4993.43,4993.95,ballots
15027,4993.95,4994.09,or
15028,4994.09,4994.42,going
15029,4994.42,4994.52,to
15030,4994.52,4994.8,vote
15031,4994.81,4995.36,early
15032,4995.9,4996.28,How
15033,4996.28,4997.01,confident
15034,4997.4,4997.83,should
15035,4997.83,4998.0,we
15036,4998.0,4998.48,be
15037,4998.49,4998.73,that
15038,4998.73,4999.0,this
15039,4999.0,4999.18,will
15040,4999.18,4999.45,be
15041,4999.45,4999.57,a
15042,4999.57,4999.87,fair
15043,4999.87,5000.39,election
15044,5000.39,5000.67,And
15045,5000.67,5000.93,what
15046,5000.94,5001.09,are
15047,5001.09,5001.32,you
15048,5001.32,5001.91,prepared
15049,5001.91,5002.02,to
15050,5002.02,5002.58,do
15051,5002.91,5003.2,over
15052,5003.2,5003.31,the
15053,5003.31,5003.62,next
15054,5003.62,5004.24,five
15055,5004.6,5004.99,plus
15056,5004.99,5005.41,weeks
15057,5005.41,5005.76,Because
15058,5005.76,5005.85,it
15059,5005.85,5005.95,will
15060,5005.95,5006.17,not
15061,5006.17,5006.38,only
15062,5006.38,5006.5,be
15063,5006.5,5006.61,to
15064,5006.61,5007.02,Election
15065,5007.02,5007.22,Day
15066,5007.22,5007.38,but
15067,5007.38,5007.98,also
15068,5008.2,5008.58,counting
15069,5008.58,5008.79,some
15070,5008.79,5009.44,ballots
15071,5009.54,5009.91,mail
15072,5009.91,5010.01,in
15073,5010.01,5010.37,ballots
15074,5010.37,5010.71,after
15075,5010.71,5011.12,election
15076,5011.12,5011.54,day
15077,5011.55,5011.96,What
15078,5011.96,5012.03,do
15079,5012.03,5012.54,you
15080,5012.55,5013.07,prepared
15081,5013.07,5013.17,to
15082,5013.17,5013.55,do
15083,5013.55,5013.73,to
15084,5013.73,5014.27,reassure
15085,5014.27,5014.38,the
15086,5014.38,5014.85,American
15087,5014.85,5015.35,people
15088,5015.35,5015.51,that
15089,5015.51,5015.61,the
15090,5015.61,5015.93,next
15091,5015.93,5016.51,president
15092,5016.9,5017.09,will
15093,5017.09,5017.29,be
15094,5017.29,5017.41,the
15095,5017.41,5018.24,legitimate
15096,5018.28,5019.05,winner
15097,5019.09,5019.29,of
15098,5019.29,5019.48,this
15099,5019.48,5020.26,election
15100,5020.3,5020.44,in
15101,5020.44,5020.61,this
15102,5020.61,5020.93,final
15103,5020.93,5021.61,segment
15104,5021.62,5021.91,Mr
15105,5021.91,5022.11,Vice
15106,5022.11,5022.46,President
15107,5022.46,5022.53,you
15108,5022.53,5022.64,go
15109,5022.64,5023.08,first
15110,5023.09,5023.48,prepared
15111,5023.48,5023.56,to
15112,5023.56,5023.73,let
15113,5023.74,5024.05,people
15114,5024.05,5024.42,vote
15115,5024.43,5024.58,If
15116,5024.58,5024.69,you
15117,5024.69,5024.87,go
15118,5024.87,5025.11,toe
15119,5025.11,5025.23,I
15120,5025.23,5025.41,will
15121,5025.41,5025.67,vote
15122,5025.67,5025.92,dot
15123,5025.92,5026.56,com
15124,5026.57,5027.27,decide
15125,5027.27,5027.49,how
15126,5027.49,5027.65,they're
15127,5027.65,5027.79,going
15128,5027.79,5027.85,to
15129,5027.85,5028.17,vote
15130,5028.17,5028.41,when
15131,5028.41,5028.52,they're
15132,5028.52,5028.65,going
15133,5028.65,5028.71,to
15134,5028.71,5028.99,vote
15135,5028.99,5029.12,and
15136,5029.12,5029.28,what
15137,5029.28,5029.55,means
15138,5029.55,5029.69,by
15139,5029.69,5029.89,which
15140,5029.89,5029.99,they're
15141,5029.99,5030.12,going
15142,5030.12,5030.18,to
15143,5030.18,5030.52,vote
15144,5030.9,5031.15,His
15145,5031.15,5031.64,own
15146,5031.65,5032.21,Homeland
15147,5032.21,5032.65,Security
15148,5032.65,5033.13,director
15149,5033.13,5033.48,as
15150,5033.48,5033.69,well
15151,5033.69,5033.77,as
15152,5033.77,5033.85,the
15153,5033.85,5034.2,FBI
15154,5034.2,5034.59,director
15155,5034.59,5034.94,says
15156,5034.94,5035.14,there
15157,5035.14,5035.28,is
15158,5035.28,5035.67,no
15159,5035.67,5036.14,evidence
15160,5036.14,5036.24,at
15161,5036.24,5036.48,all
15162,5036.48,5036.63,that
15163,5036.63,5036.93,mail
15164,5036.93,5037.04,in
15165,5037.04,5037.55,ballots
15166,5037.56,5037.96,are
15167,5037.96,5038.05,a
15168,5038.05,5038.56,source
15169,5038.56,5039.14,of
15170,5039.15,5039.5,being
15171,5039.5,5040.22,manipulated
15172,5040.22,5040.49,and
15173,5040.49,5041.18,cheating
15174,5041.19,5041.48,They
15175,5041.48,5041.77,said
15176,5041.77,5042.28,that
15177,5042.29,5042.47,the
15178,5042.47,5042.82,fact
15179,5042.82,5043.03,is
15180,5043.03,5043.26,that
15181,5043.26,5043.43,they're
15182,5043.43,5043.61,gonna
15183,5043.61,5043.72,be
15184,5043.72,5044.11,millions
15185,5044.11,5044.19,of
15186,5044.19,5044.46,people
15187,5044.46,5044.8,because
15188,5044.8,5044.91,of
15189,5044.91,5045.2,cove
15190,5045.2,5045.42,it
15191,5045.39,5045.75,that
15192,5045.75,5045.84,they're
15193,5045.84,5046.05,gonna
15194,5046.05,5046.23,be
15195,5046.24,5046.85,voting
15196,5046.85,5047.04,by
15197,5047.04,5047.32,mail
15198,5047.32,5047.4,in
15199,5047.4,5047.84,ballots
15200,5047.84,5048.07,like
15201,5048.07,5048.21,he
15202,5048.21,5048.5,does
15203,5048.5,5048.67,by
15204,5048.67,5048.78,the
15205,5048.78,5049.04,way
15206,5049.05,5049.34,he
15207,5049.34,5049.61,sits
15208,5049.61,5049.94,behind
15209,5049.94,5050.02,the
15210,5050.02,5050.43,Resolute
15211,5050.43,5050.77,desk
15212,5050.77,5050.9,and
15213,5050.9,5051.17,sends
15214,5051.17,5051.3,his
15215,5051.3,5051.66,ballot
15216,5051.66,5051.77,The
15217,5051.77,5052.32,Florida
15218,5052.59,5052.88,number
15219,5052.88,5053.11,one
15220,5053.11,5053.41,number
15221,5053.41,5053.92,two
15222,5053.93,5054.25,We're
15223,5054.25,5054.41,gonna
15224,5054.41,5054.63,make
15225,5054.63,5054.99,sure
15226,5054.99,5055.22,that
15227,5055.22,5055.51,those
15228,5055.51,5055.87,people
15229,5055.87,5056.13,who
15230,5056.13,5056.6,want
15231,5056.6,5056.69,to
15232,5056.69,5056.94,vote
15233,5056.94,5057.04,in
15234,5057.04,5057.51,person
15235,5057.52,5057.91,are
15236,5057.91,5058.11,able
15237,5058.11,5058.18,to
15238,5058.18,5058.44,vote
15239,5058.44,5058.72,because
15240,5058.72,5059.02,enough
15241,5059.02,5059.31,poll
15242,5059.31,5059.73,watchers
15243,5059.73,5059.84,air
15244,5059.84,5060.1,their
15245,5060.1,5060.53,toe
15246,5060.54,5060.78,make
15247,5060.78,5060.99,sure
15248,5060.99,5061.12,they
15249,5061.12,5061.32,can
15250,5061.32,5061.85,socially
15251,5061.85,5062.47,distance
15252,5062.48,5062.72,The
15253,5062.72,5063.04,polls
15254,5063.04,5063.15,are
15255,5063.15,5063.45,open
15256,5063.45,5063.61,on
15257,5063.61,5064.18,time
15258,5064.19,5064.5,and
15259,5064.5,5064.65,their
15260,5064.65,5065.02,polls
15261,5065.02,5065.33,stay
15262,5065.33,5065.61,open
15263,5065.61,5065.92,until
15264,5065.92,5066.02,the
15265,5066.02,5066.34,votes
15266,5066.34,5066.41,are
15267,5066.41,5066.99,counted
15268,5067.0,5067.5,And
15269,5067.5,5067.68,this
15270,5067.68,5067.83,is
15271,5067.83,5068.04,all
15272,5068.04,5068.37,about
15273,5068.37,5068.72,trying
15274,5068.72,5068.82,to
15275,5068.82,5069.57,dissuade
15276,5069.57,5069.94,people
15277,5069.94,5070.16,from
15278,5070.16,5070.71,voting
15279,5070.69,5071.28,because
15280,5071.28,5071.44,he's
15281,5071.44,5071.77,trying
15282,5071.77,5072.83,Thio
15283,5072.84,5072.96,to
15284,5072.96,5073.35,scare
15285,5073.35,5073.66,people
15286,5073.66,5073.72,in
15287,5073.72,5073.82,their
15288,5073.82,5074.32,thinking
15289,5074.35,5074.52,that
15290,5074.52,5074.65,it's
15291,5074.65,5074.86,not
15292,5074.86,5075.0,gonna
15293,5075.0,5075.1,be
15294,5075.1,5075.7,legitimate
15295,5076.09,5076.54,Show
15296,5076.54,5076.85,up
15297,5076.86,5077.03,and
15298,5077.03,5077.53,vote
15299,5077.89,5078.29,You
15300,5078.29,5078.58,will
15301,5078.58,5079.23,determine
15302,5079.23,5079.36,the
15303,5079.36,5079.79,outcome
15304,5079.79,5079.87,of
15305,5079.87,5080.04,this
15306,5080.04,5080.5,election
15307,5080.51,5081.07,Vote
15308,5081.08,5081.62,vote
15309,5081.62,5082.2,vote
15310,5082.21,5082.46,If
15311,5082.46,5082.59,you're
15312,5082.59,5082.79,able
15313,5082.79,5082.87,to
15314,5082.87,5083.16,vote
15315,5083.17,5083.52,early
15316,5083.52,5083.61,in
15317,5083.61,5083.74,your
15318,5083.74,5084.12,state
15319,5084.12,5084.46,vote
15320,5084.47,5085.03,early
15321,5085.04,5085.36,if
15322,5085.36,5085.5,you're
15323,5085.5,5085.7,able
15324,5085.7,5085.78,to
15325,5085.78,5086.33,vote
15326,5086.34,5086.53,in
15327,5086.53,5087.11,person
15328,5087.12,5087.43,vote
15329,5087.43,5087.52,in
15330,5087.52,5088.03,person
15331,5088.04,5088.28,vote
15332,5088.28,5088.63,whatever
15333,5088.63,5088.83,way
15334,5088.83,5088.93,is
15335,5088.93,5089.04,the
15336,5089.04,5089.43,best
15337,5089.43,5089.66,way
15338,5089.66,5089.87,for
15339,5089.87,5090.33,you
15340,5090.34,5090.9,because
15341,5090.9,5091.16,you
15342,5091.16,5091.52,will
15343,5091.52,5091.74,He
15344,5091.74,5092.28,cannot
15345,5092.28,5092.74,stop
15346,5092.74,5093.09,you
15347,5093.1,5093.46,from
15348,5093.46,5093.77,being
15349,5093.77,5094.03,able
15350,5094.03,5094.13,to
15351,5094.13,5094.69,determine
15352,5094.69,5094.81,the
15353,5094.81,5095.26,outcome
15354,5095.26,5095.34,of
15355,5095.34,5095.51,this
15356,5095.51,5096.13,election
15357,5096.19,5096.47,and
15358,5096.47,5096.56,in
15359,5096.56,5096.9,terms
15360,5096.9,5096.99,of
15361,5096.99,5097.22,whether
15362,5097.22,5097.29,or
15363,5097.29,5097.56,not
15364,5097.56,5097.72,when
15365,5097.72,5097.8,the
15366,5097.8,5098.11,votes
15367,5098.11,5098.21,were
15368,5098.21,5098.67,counted
15369,5098.67,5098.77,and
15370,5098.77,5098.93,they're
15371,5098.93,5099.09,all
15372,5099.09,5099.61,counted
15373,5099.69,5100.33,that
15374,5100.33,5100.49,will
15375,5100.49,5100.62,be
15376,5100.62,5101.3,accepted
15377,5101.31,5101.59,If
15378,5101.59,5101.73,I
15379,5101.73,5102.36,win
15380,5102.37,5102.68,that
15381,5102.68,5102.82,will
15382,5102.82,5102.95,be
15383,5102.95,5103.42,accepted
15384,5103.42,5103.54,If
15385,5103.54,5103.66,I
15386,5103.66,5104.06,lose
15387,5104.06,5104.21,I'll
15388,5104.21,5104.33,be
15389,5104.33,5104.88,accepted
15390,5104.89,5105.06,But
15391,5105.06,5105.24,by
15392,5105.24,5105.34,the
15393,5105.34,5105.86,way
15394,5105.87,5106.25,if
15395,5106.25,5106.37,in
15396,5106.37,5106.69,fact
15397,5106.69,5106.81,he
15398,5106.81,5107.21,says
15399,5107.21,5107.42,he's
15400,5107.42,5107.71,not
15401,5107.71,5108.04,sure
15402,5108.04,5108.18,what
15403,5108.18,5108.31,he's
15404,5108.31,5108.56,gonna
15405,5108.56,5109.17,accept
15406,5109.18,5109.41,Well
15407,5109.41,5109.5,let
15408,5109.5,5109.6,me
15409,5109.6,5109.78,tell
15410,5109.78,5109.89,you
15411,5109.89,5110.1,some
15412,5110.1,5110.19,it
15413,5110.19,5110.42,doesn't
15414,5110.42,5110.89,matter
15415,5110.9,5111.5,Because
15416,5111.51,5111.7,if
15417,5111.7,5111.83,we
15418,5111.83,5112.07,get
15419,5112.07,5112.16,the
15420,5112.16,5112.72,votes
15421,5112.73,5113.12,it's
15422,5113.12,5113.35,gonna
15423,5113.35,5113.47,be
15424,5113.47,5113.72,all
15425,5113.72,5114.07,over
15426,5114.08,5114.36,He's
15427,5114.36,5114.58,gonna
15428,5114.58,5114.99,go
15429,5115.0,5115.23,He
15430,5115.23,5115.54,can't
15431,5115.54,5115.78,stay
15432,5115.78,5115.89,in
15433,5115.89,5116.35,power
15434,5116.36,5116.59,It
15435,5116.59,5116.83,won't
15436,5116.83,5117.36,happen
15437,5117.37,5117.66,It
15438,5117.66,5117.89,won't
15439,5117.89,5118.36,happen
15440,5118.37,5118.79,So
15441,5118.79,5119.31,vote
15442,5119.59,5120.02,Just
15443,5120.02,5120.27,make
15444,5120.27,5120.71,sure
15445,5120.71,5120.84,you
15446,5120.84,5121.63,understand
15447,5121.79,5122.34,You
15448,5122.34,5122.67,have
15449,5122.67,5122.81,it
15450,5122.82,5123.06,in
15451,5123.06,5123.29,your
15452,5123.29,5123.85,control
15453,5123.85,5123.96,to
15454,5123.96,5124.6,determine
15455,5124.61,5125.01,what
15456,5125.01,5125.21,this
15457,5125.21,5125.53,country
15458,5125.53,5125.62,is
15459,5125.62,5125.82,gonna
15460,5125.82,5126.08,look
15461,5126.08,5126.3,like
15462,5126.3,5126.41,the
15463,5126.41,5126.71,next
15464,5126.71,5126.94,four
15465,5126.94,5127.48,years
15466,5127.49,5127.8,Is
15467,5127.8,5127.9,it
15468,5127.9,5128.08,going
15469,5128.08,5128.18,to
15470,5128.18,5128.84,changing
15471,5128.84,5128.99,it
15472,5128.99,5129.35,Four
15473,5129.35,5129.62,more
15474,5129.62,5129.99,years
15475,5129.99,5130.08,of
15476,5130.08,5130.32,these
15477,5130.32,5131.03,lives
15478,5132.19,5132.49,Mr
15479,5132.49,5133.14,President
15480,5133.15,5133.3,Two
15481,5133.3,5133.68,minutes
15482,5133.69,5134.55,So
15483,5134.56,5135.15,when
15484,5135.16,5135.34,I
15485,5135.34,5135.71,listen
15486,5135.71,5135.83,to
15487,5135.83,5136.23,Joe
15488,5136.23,5136.64,talking
15489,5136.64,5137.03,about
15490,5137.04,5137.15,a
15491,5137.15,5138.31,transition
15492,5138.37,5138.85,there's
15493,5138.85,5139.04,been
15494,5139.04,5139.2,no
15495,5139.2,5139.88,transition
15496,5139.88,5140.1,from
15497,5140.1,5140.24,when
15498,5140.24,5140.35,I
15499,5140.35,5140.63,won
15500,5140.63,5140.72,I
15501,5140.72,5140.93,won
15502,5140.93,5141.07,that
15503,5141.07,5141.71,election
15504,5141.72,5142.27,And
15505,5142.27,5142.38,if
15506,5142.38,5142.51,you
15507,5142.51,5142.73,look
15508,5142.73,5143.01,at
15509,5143.12,5143.66,crooked
15510,5143.66,5144.01,Hillary
15511,5144.01,5144.35,Clinton
15512,5144.35,5144.47,if
15513,5144.47,5144.58,you
15514,5144.58,5144.78,look
15515,5144.78,5144.87,at
15516,5144.87,5145.09,all
15517,5145.09,5145.19,of
15518,5145.19,5145.29,the
15519,5145.29,5145.66,different
15520,5145.66,5146.41,people
15521,5146.42,5146.79,there
15522,5146.79,5146.96,was
15523,5146.96,5147.11,no
15524,5147.11,5147.78,transition
15525,5147.78,5148.14,because
15526,5148.14,5148.27,they
15527,5148.27,5148.58,came
15528,5148.58,5148.87,after
15529,5148.87,5149.0,me
15530,5149.0,5149.33,trying
15531,5149.33,5149.44,to
15532,5149.44,5149.64,do
15533,5149.64,5149.72,a
15534,5149.72,5150.31,coup
15535,5150.46,5150.64,They
15536,5150.64,5150.93,came
15537,5150.93,5151.22,after
15538,5151.22,5151.35,me
15539,5151.35,5151.76,spying
15540,5151.76,5151.86,on
15541,5151.86,5152.01,my
15542,5152.01,5152.79,campaign
15543,5152.89,5153.22,They
15544,5153.22,5153.62,started
15545,5153.62,5153.81,from
15546,5153.81,5153.92,the
15547,5153.92,5154.25,day
15548,5154.25,5154.32,I
15549,5154.32,5154.64,won
15550,5154.64,5154.82,and
15551,5154.82,5155.11,even
15552,5155.11,5155.5,before
15553,5155.5,5155.57,I
15554,5155.57,5155.82,won
15555,5155.82,5155.99,from
15556,5155.99,5156.08,the
15557,5156.08,5156.3,day
15558,5156.3,5156.36,I
15559,5156.36,5156.62,came
15560,5156.62,5156.87,down
15561,5156.87,5157.0,the
15562,5157.0,5157.5,escalator
15563,5157.5,5157.65,with
15564,5157.65,5157.75,our
15565,5157.75,5158.04,first
15566,5158.04,5158.51,lady
15567,5158.52,5159.37,they
15568,5159.38,5159.64,were
15569,5159.64,5159.72,a
15570,5159.72,5160.44,disaster
15571,5160.44,5160.58,They
15572,5160.58,5160.75,were
15573,5160.75,5161.36,disgraced
15574,5161.36,5161.46,to
15575,5161.46,5161.58,our
15576,5161.58,5162.08,country
15577,5162.09,5162.38,And
15578,5162.38,5162.58,we've
15579,5162.58,5162.86,caught
15580,5162.86,5163.19,him
15581,5163.2,5163.58,We've
15582,5163.58,5163.84,caught
15583,5163.84,5163.97,them
15584,5163.97,5164.4,all
15585,5164.41,5164.7,We've
15586,5164.7,5164.94,got
15587,5164.94,5165.05,it
15588,5165.05,5165.28,all
15589,5165.28,5165.4,on
15590,5165.4,5165.81,tape
15591,5165.81,5165.98,We've
15592,5165.98,5166.19,caught
15593,5166.19,5166.3,them
15594,5166.3,5166.5,all
15595,5166.5,5166.59,And
15596,5166.59,5166.72,by
15597,5166.72,5166.82,the
15598,5166.82,5167.01,way
15599,5167.01,5167.18,you
15600,5167.18,5167.43,gave
15601,5167.43,5167.59,the
15602,5167.59,5167.86,idea
15603,5167.86,5168.0,for
15604,5168.0,5168.13,the
15605,5168.13,5168.53,Logan
15606,5168.53,5168.77,Act
15607,5168.77,5169.13,against
15608,5169.13,5169.48,General
15609,5169.48,5169.99,Flynn
15610,5169.98,5170.25,You
15611,5170.25,5170.46,better
15612,5170.46,5170.67,take
15613,5170.67,5170.73,a
15614,5170.73,5170.95,look
15615,5170.95,5171.04,at
15616,5171.04,5171.27,that
15617,5171.28,5171.61,because
15618,5171.61,5171.73,we
15619,5171.73,5172.0,caught
15620,5172.01,5172.25,you
15621,5172.25,5172.33,in
15622,5172.33,5172.39,a
15623,5172.39,5172.75,sense
15624,5172.75,5173.1,And
15625,5173.18,5173.81,President
15626,5173.81,5174.27,Obama
15627,5174.27,5174.41,was
15628,5174.41,5174.68,sitting
15629,5174.68,5174.76,in
15630,5174.76,5174.87,the
15631,5174.87,5175.17,office
15632,5175.17,5175.29,He
15633,5175.29,5175.45,knew
15634,5175.45,5175.74,about
15635,5175.74,5175.83,it
15636,5175.83,5175.98,too
15637,5175.98,5176.13,So
15638,5176.13,5176.32,don't
15639,5176.32,5176.5,tell
15640,5176.5,5176.63,me
15641,5176.63,5176.9,about
15642,5176.9,5176.97,a
15643,5176.97,5177.26,free
15644,5177.26,5178.1,transition
15645,5178.58,5178.8,as
15646,5178.8,5179.26,faras
15647,5179.26,5179.36,The
15648,5179.36,5179.77,ballots
15649,5179.77,5179.83,are
15650,5179.83,5180.4,concerned
15651,5180.41,5180.63,It's
15652,5180.63,5180.7,a
15653,5180.7,5181.61,disaster
15654,5181.98,5182.49,Eight
15655,5182.88,5183.7,solicited
15656,5183.7,5184.2,ballot
15657,5184.78,5185.22,Okay
15658,5185.22,5185.9,Solicited
15659,5185.91,5186.1,is
15660,5186.1,5186.8,okay
15661,5186.81,5187.05,You're
15662,5187.05,5187.66,soliciting
15663,5187.66,5187.89,your
15664,5187.89,5188.35,asking
15665,5188.35,5188.49,They
15666,5188.49,5188.77,send
15667,5188.77,5188.87,it
15668,5188.87,5189.17,back
15669,5189.17,5189.31,you
15670,5189.31,5189.59,send
15671,5189.59,5189.71,it
15672,5189.71,5190.18,back
15673,5190.33,5190.54,I
15674,5190.54,5190.79,did
15675,5190.79,5191.15,that
15676,5191.39,5191.57,If
15677,5191.57,5191.7,you
15678,5191.7,5191.86,have
15679,5191.86,5191.97,an
15680,5191.97,5192.67,unsolicited
15681,5192.67,5192.8,they're
15682,5192.8,5193.2,sending
15683,5193.2,5193.74,millions
15684,5193.74,5193.84,of
15685,5193.84,5194.28,ballots
15686,5194.28,5194.45,all
15687,5194.45,5194.64,over
15688,5194.64,5194.73,the
15689,5194.73,5195.26,country
15690,5195.51,5195.81,There's
15691,5195.81,5196.44,fraud
15692,5196.55,5196.77,They
15693,5196.77,5197.13,found
15694,5197.13,5197.27,him
15695,5197.27,5197.39,in
15696,5197.39,5198.0,creeks
15697,5198.08,5198.25,They
15698,5198.25,5198.63,found
15699,5198.63,5198.86,some
15700,5198.86,5198.99,with
15701,5198.99,5199.1,the
15702,5199.1,5199.37,name
15703,5199.37,5199.68,Trump
15704,5199.68,5199.9,Just
15705,5199.9,5200.17,happen
15706,5200.17,5200.23,to
15707,5200.23,5200.42,have
15708,5200.42,5200.52,the
15709,5200.52,5200.76,name
15710,5200.76,5201.24,Trump
15711,5201.25,5201.53,just
15712,5201.53,5201.66,the
15713,5201.66,5201.83,other
15714,5201.83,5202.05,day
15715,5202.05,5202.14,in
15716,5202.14,5202.25,a
15717,5202.25,5202.9,wastepaper
15718,5202.9,5203.5,basket
15719,5203.68,5203.88,They're
15720,5203.88,5204.15,being
15721,5204.15,5204.47,sent
15722,5204.47,5204.68,all
15723,5204.68,5204.9,over
15724,5204.9,5205.02,the
15725,5205.02,5205.47,place
15726,5205.58,5205.86,they
15727,5205.86,5206.25,sent
15728,5206.26,5206.72,to
15729,5206.72,5206.84,in
15730,5206.84,5206.9,a
15731,5206.9,5207.49,Democrat
15732,5207.49,5207.84,area
15733,5207.84,5207.98,They
15734,5207.98,5208.22,sent
15735,5208.22,5208.35,out
15736,5208.42,5208.93,1000
15737,5208.93,5209.3,ballots
15738,5209.3,5209.78,Everybody
15739,5209.78,5209.98,got
15740,5209.98,5210.13,to
15741,5210.13,5210.73,balance
15742,5210.74,5211.15,This
15743,5211.15,5211.32,is
15744,5211.32,5211.64,going
15745,5211.64,5211.74,to
15746,5211.74,5211.93,be
15747,5211.93,5212.02,a
15748,5212.02,5212.54,fraud
15749,5212.54,5212.76,Like
15750,5212.76,5212.92,you've
15751,5212.92,5213.16,never
15752,5213.16,5213.66,seen
15753,5213.67,5213.82,the
15754,5213.82,5214.0,other
15755,5214.0,5214.34,thing
15756,5214.35,5214.76,It's
15757,5214.76,5215.23,nice
15758,5215.24,5215.37,On
15759,5215.37,5215.74,November
15760,5215.74,5216.28,3rd
15761,5216.29,5216.53,you're
15762,5216.53,5217.07,watching
15763,5217.07,5217.22,and
15764,5217.22,5217.31,you
15765,5217.31,5217.51,see
15766,5217.51,5217.64,who
15767,5217.64,5217.85,won
15768,5217.85,5217.95,the
15769,5217.95,5218.67,election
15770,5218.69,5218.89,And
15771,5218.89,5218.93,I
15772,5218.93,5219.14,think
15773,5219.14,5219.26,we're
15774,5219.26,5219.38,going
15775,5219.38,5219.45,to
15776,5219.45,5219.61,do
15777,5219.61,5219.93,well
15778,5219.93,5220.28,because
15779,5220.28,5220.58,people
15780,5220.58,5220.69,are
15781,5220.69,5221.07,really
15782,5221.07,5221.38,happy
15783,5221.38,5221.52,with
15784,5221.52,5221.62,the
15785,5221.62,5221.92,job
15786,5221.92,5222.09,we've
15787,5222.09,5222.46,done
15788,5222.47,5222.8,But
15789,5222.8,5222.9,you
15790,5222.9,5223.04,know
15791,5223.04,5223.4,what
15792,5223.58,5223.78,We
15793,5223.78,5224.06,won't
15794,5224.06,5224.26,know
15795,5224.26,5224.4,We
15796,5224.4,5224.7,might
15797,5224.7,5224.95,not
15798,5224.95,5225.11,know
15799,5225.11,5225.32,for
15800,5225.32,5225.89,months
15801,5225.98,5226.45,because
15802,5226.45,5226.66,thes
15803,5226.66,5227.09,balance
15804,5227.09,5227.16,is
15805,5227.16,5227.28,going
15806,5227.28,5227.34,to
15807,5227.34,5227.48,be
15808,5227.48,5227.69,all
15809,5227.69,5228.08,over
15810,5228.09,5228.36,Take
15811,5228.36,5228.43,a
15812,5228.43,5228.62,look
15813,5228.62,5228.71,at
15814,5228.71,5228.86,what
15815,5228.86,5229.24,happened
15816,5229.24,5229.35,in
15817,5229.35,5229.83,Manhattan
15818,5229.83,5230.03,Take
15819,5230.03,5230.09,a
15820,5230.09,5230.26,look
15821,5230.26,5230.37,at
15822,5230.37,5230.53,what
15823,5230.53,5230.95,happened
15824,5230.95,5231.21,in
15825,5231.22,5231.52,New
15826,5231.52,5231.91,Jersey
15827,5231.91,5232.13,Take
15828,5232.13,5232.2,a
15829,5232.2,5232.37,look
15830,5232.37,5232.46,at
15831,5232.46,5232.61,what
15832,5232.61,5232.96,happened
15833,5232.96,5233.07,in
15834,5233.07,5233.52,Virginia
15835,5233.52,5233.63,and
15836,5233.63,5233.78,other
15837,5233.78,5234.41,places
15838,5234.42,5234.8,They're
15839,5234.8,5235.0,not
15840,5235.0,5235.34,losing
15841,5235.34,5235.92,2%
